disease_Gene,Cell type,P-value,Disease
HMGB1,"naive thymus-derived cd8-positive, alpha-beta t cell",0.003390201,Neoplasm_Skin
IL1A,macrophage,0.000848608,Neoplasm_Skin
IL1B,macrophage,0.001696511,Neoplasm_Skin
LPAR3,cd1c-positive myeloid dendritic cell,0.000848608,Neoplasm_Skin
MET,mast cell,0.00423599,Neoplasm_Skin
MTHFR,langerhans cell,0.002543665,Neoplasm_Skin
NPPA,langerhans cell,0.001696482,Neoplasm_Skin
PAK1,mast cell,0.003390143,Neoplasm_Skin
PIK3CD,endothelial cell,0.00423599,Neoplasm_Skin
POLE,cell of skeletal muscle,0.001696511,Neoplasm_Skin
PSMD9,cd4-positive helper t cell,0.001696482,Neoplasm_Skin
RUNX1,stromal cell,0.000848608,Neoplasm_Skin
SARDH,regulatory t cell,0.001696511,Neoplasm_Skin
SDS,langerhans cell,0.002543708,Neoplasm_Skin
SKP1,nk cell,0.002543665,Neoplasm_Skin
SMO,cd1c-positive myeloid dendritic cell,0.000848608,Neoplasm_Skin
TGFB1,endothelial cell,0.005080989,Neoplasm_Skin
TGFBR1,t cell,0.001696511,Neoplasm_Skin
TGFBR1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Neoplasm_Skin
TGIF2,smooth muscle cell,0.005925357,Neoplasm_Skin
TP63,cell of skeletal muscle,0.001696511,Neoplasm_Skin
ABCC8,vein endothelial cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
ADAM28,non-classical monocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
ADCYAP1,basophil,0.002543622,Non_Small_Cell_Lung_Carcinoma
ADRA2B,club cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
AFAP1,adventitial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
AGER,dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
AGT,bronchial smooth muscle cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
AGT,vascular associated smooth muscle cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
AIM2,dendritic cell,0.005080989,Non_Small_Cell_Lung_Carcinoma
AIM2,b cell,0.005080989,Non_Small_Cell_Lung_Carcinoma
AIM2,vein endothelial cell,0.005080989,Non_Small_Cell_Lung_Carcinoma
AIM2,lung microvascular endothelial cell,0.005080989,Non_Small_Cell_Lung_Carcinoma
AKR1C1,club cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
AKR1C2,club cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
AKR1C3,club cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
ALDH1A1,fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
ANGPT1,alveolar fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
ANXA1,fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
APOBEC3B,classical monocyte,0.003390201,Non_Small_Cell_Lung_Carcinoma
APOM,dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
ARG1,neutrophil,0.001696511,Non_Small_Cell_Lung_Carcinoma
ARHGEF39,vein endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
ATF6,dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
AZIN1,neutrophil,0.001696482,Non_Small_Cell_Lung_Carcinoma
B3GALNT1,capillary aerocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
BAG6,dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
BCL2L1,endothelial cell of lymphatic vessel,0.002543708,Non_Small_Cell_Lung_Carcinoma
BCL2L1,pericyte cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
BMP6,plasma cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
BPIFA1,respiratory goblet cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
BRD2,dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
BTG1,alveolar fibroblast,0.001696511,Non_Small_Cell_Lung_Carcinoma
BTG2,macrophage,0.001696511,Non_Small_Cell_Lung_Carcinoma
C3,b cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
CA9,vein endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CARD10,classical monocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
CARD10,dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
CARM1,classical monocyte,0.004235918,Non_Small_Cell_Lung_Carcinoma
CARM1,non-classical monocyte,0.004235918,Non_Small_Cell_Lung_Carcinoma
CARM1,intermediate monocyte,0.004235918,Non_Small_Cell_Lung_Carcinoma
CASP4,endothelial cell of lymphatic vessel,0.003390143,Non_Small_Cell_Lung_Carcinoma
CCL18,cd4-positive alpha-beta t cell,0.005080903,Non_Small_Cell_Lung_Carcinoma
CCL18,cd8-positive alpha-beta t cell,1.06E-05,Non_Small_Cell_Lung_Carcinoma
CCL18,bronchial vessel endothelial cell,0.005080903,Non_Small_Cell_Lung_Carcinoma
CCL18,vein endothelial cell,1.06E-05,Non_Small_Cell_Lung_Carcinoma
CCL18,lung microvascular endothelial cell,0.005080903,Non_Small_Cell_Lung_Carcinoma
CCL4,cd4-positive alpha-beta t cell,0.004235846,Non_Small_Cell_Lung_Carcinoma
CCL4,cd8-positive alpha-beta t cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
CCL4,vein endothelial cell,0.004235846,Non_Small_Cell_Lung_Carcinoma
CCL5,bronchial vessel endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CCL5,vein endothelial cell,4.23E-06,Non_Small_Cell_Lung_Carcinoma
CCL5,lung microvascular endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CCND3,type ii pneumocyte,0.002543665,Non_Small_Cell_Lung_Carcinoma
CD1D,dendritic cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
CD33,club cell,1.06E-05,Non_Small_Cell_Lung_Carcinoma
CD38,nk cell,0.004235846,Non_Small_Cell_Lung_Carcinoma
CD38,"cd8-positive, alpha-beta t cell",0.004235846,Non_Small_Cell_Lung_Carcinoma
CD63,smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
CD63,bronchial smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
CD63,vascular associated smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
CD68,vascular associated smooth muscle cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
CD70,b cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CDC45,capillary aerocyte,0.002543665,Non_Small_Cell_Lung_Carcinoma
CDKN1A,basophil,0.001696511,Non_Small_Cell_Lung_Carcinoma
CDX2,classical monocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
CDX2,intermediate monocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
CEACAM3,neutrophil,0.000848608,Non_Small_Cell_Lung_Carcinoma
CEACAM5,neutrophil,0.003390201,Non_Small_Cell_Lung_Carcinoma
CEACAM5,macrophage,0.003390201,Non_Small_Cell_Lung_Carcinoma
CEACAM7,macrophage,0.002543708,Non_Small_Cell_Lung_Carcinoma
CEP55,macrophage,7.06E-07,Non_Small_Cell_Lung_Carcinoma
CHAF1B,plasma cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CHI3L1,macrophage,0.002543708,Non_Small_Cell_Lung_Carcinoma
CLDN5,capillary aerocyte,0.003390143,Non_Small_Cell_Lung_Carcinoma
CLDN6,neutrophil,0.004235918,Non_Small_Cell_Lung_Carcinoma
COL18A1,smooth muscle cell,0.005080989,Non_Small_Cell_Lung_Carcinoma
CRABP2,plasmacytoid dendritic cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
CRISP2,serous cell of epithelium of bronchus,0.002543708,Non_Small_Cell_Lung_Carcinoma
CRLS1,type i pneumocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
CRMP1,capillary aerocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
CRP,nk cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CRP,dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
CRP,"cd8-positive, alpha-beta t cell",0.003390201,Non_Small_Cell_Lung_Carcinoma
CRTAP,bronchial smooth muscle cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
CRTC2,serous cell of epithelium of bronchus,0.004235918,Non_Small_Cell_Lung_Carcinoma
CTLA4,cd4-positive alpha-beta t cell,2.12E-06,Non_Small_Cell_Lung_Carcinoma
CTLA4,cd8-positive alpha-beta t cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
CTLA4,"cd4-positive, alpha-beta t cell",0.002543708,Non_Small_Cell_Lung_Carcinoma
CYP19A1,dendritic cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
CYP2A13,macrophage,0.00423599,Non_Small_Cell_Lung_Carcinoma
CYP3A4,capillary aerocyte,0.003390201,Non_Small_Cell_Lung_Carcinoma
CYP3A5,capillary aerocyte,0.005925357,Non_Small_Cell_Lung_Carcinoma
DKK3,alveolar fibroblast,0.001696511,Non_Small_Cell_Lung_Carcinoma
DNAJB1,vascular associated smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
DNAJB1,fibroblast,0.003390143,Non_Small_Cell_Lung_Carcinoma
DNAJB4,endothelial cell of artery,0.000848608,Non_Small_Cell_Lung_Carcinoma
DPPA4,plasmacytoid dendritic cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
DSPP,club cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
DUSP2,club cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
DUSP3,capillary endothelial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
EFNB3,vascular associated smooth muscle cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
EHD1,endothelial cell of artery,0.002543708,Non_Small_Cell_Lung_Carcinoma
EIF2S1,dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
EIF3H,club cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
ENPEP,alveolar fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
ENPEP,fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
EOMES,nk cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
EOMES,"cd8-positive, alpha-beta t cell",0.000848608,Non_Small_Cell_Lung_Carcinoma
EPG5,capillary aerocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
ERCC2,bronchial vessel endothelial cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
ERCC2,vein endothelial cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
EYA4,pericyte cell,0.001696482,Non_Small_Cell_Lung_Carcinoma
F11R,type i pneumocyte,0.003390201,Non_Small_Cell_Lung_Carcinoma
FAM107A,respiratory goblet cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
FBXW11,bronchial vessel endothelial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
FBXW5,plasmacytoid dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
FCGR3A,dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
FCGR3B,dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
FEZF1,basal cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
FGG,type ii pneumocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
FLT3,classical monocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
FLT3,intermediate monocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
FLT4,capillary aerocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
FLT4,endothelial cell of lymphatic vessel,0.002543708,Non_Small_Cell_Lung_Carcinoma
FOXP4,type ii pneumocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
FRS3,type ii pneumocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
FRZB,bronchial smooth muscle cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
FRZB,vascular associated smooth muscle cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
GFAP,pericyte cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
GFPT2,adventitial cell,0.004235846,Non_Small_Cell_Lung_Carcinoma
GPR42,b cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
GPR55,pericyte cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
GPRC6A,pericyte cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
GRP,vascular associated smooth muscle cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
GSTM1,alveolar fibroblast,0.002543708,Non_Small_Cell_Lung_Carcinoma
GSTM2,alveolar fibroblast,0.002543708,Non_Small_Cell_Lung_Carcinoma
GZMB,"cd8-positive, alpha-beta t cell",0.002543708,Non_Small_Cell_Lung_Carcinoma
HDGF,capillary aerocyte,0.003390143,Non_Small_Cell_Lung_Carcinoma
HDGF,plasmacytoid dendritic cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
HINT2,vein endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
HLA-DRA,dendritic cell,7.06E-07,Non_Small_Cell_Lung_Carcinoma
HLA-DRB1,dendritic cell,2.12E-06,Non_Small_Cell_Lung_Carcinoma
HLTF,basophil,0.00423599,Non_Small_Cell_Lung_Carcinoma
HP,mesothelial cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
HPR,mesothelial cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
HSP90AB1,basal cell,0.005081075,Non_Small_Cell_Lung_Carcinoma
HSPA1A,dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
HSPA1B,dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
HSPB1,type i pneumocyte,0.003390201,Non_Small_Cell_Lung_Carcinoma
HSPB1,club cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
HSPB1,mesothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
HSPD1,vein endothelial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
HTRA3,adventitial cell,0.004235846,Non_Small_Cell_Lung_Carcinoma
ICOS,cd4-positive alpha-beta t cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
ICOS,cd8-positive alpha-beta t cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
ICOS,"cd4-positive, alpha-beta t cell",0.000848608,Non_Small_Cell_Lung_Carcinoma
ID1,endothelial cell of lymphatic vessel,0.002543708,Non_Small_Cell_Lung_Carcinoma
ID1,pericyte cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
IFNG,plasma cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
IL11,lung ciliated cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
IL12RB2,lung ciliated cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
IL18R1,capillary aerocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
IL20RB,basal cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
IL23R,lung ciliated cell,0.001696482,Non_Small_Cell_Lung_Carcinoma
IRF4,cd4-positive alpha-beta t cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
IRF4,cd8-positive alpha-beta t cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
IRF4,dendritic cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
ITGA7,smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
ITGA7,bronchial smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
ITGA7,vascular associated smooth muscle cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
ITGBL1,alveolar fibroblast,0.001696511,Non_Small_Cell_Lung_Carcinoma
KIR2DL4,non-classical monocyte,0.003390201,Non_Small_Cell_Lung_Carcinoma
KLC3,bronchial vessel endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
KLC3,vein endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
KLK10,club cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
KLK10,mesothelial cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
KLK11,club cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
KLK11,mesothelial cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
KLK13,club cell,1.06E-05,Non_Small_Cell_Lung_Carcinoma
KLK13,mesothelial cell,1.06E-05,Non_Small_Cell_Lung_Carcinoma
KLK14,club cell,1.06E-05,Non_Small_Cell_Lung_Carcinoma
KLK14,mesothelial cell,0.005081075,Non_Small_Cell_Lung_Carcinoma
KLK5,club cell,4.23E-06,Non_Small_Cell_Lung_Carcinoma
KLK5,mesothelial cell,4.23E-06,Non_Small_Cell_Lung_Carcinoma
KLK8,club cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
KLK8,mesothelial cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
KLRC4-KLRK1,cd8-positive alpha-beta t cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
KLRC4-KLRK1,"cd8-positive, alpha-beta t cell",0.000848608,Non_Small_Cell_Lung_Carcinoma
KLRD1,cd8-positive alpha-beta t cell,7.06E-07,Non_Small_Cell_Lung_Carcinoma
KLRD1,nk cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
KLRD1,"cd8-positive, alpha-beta t cell",7.06E-07,Non_Small_Cell_Lung_Carcinoma
KLRK1,cd8-positive alpha-beta t cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
KLRK1,"cd8-positive, alpha-beta t cell",0.000848608,Non_Small_Cell_Lung_Carcinoma
KRT14,neutrophil,0.00423599,Non_Small_Cell_Lung_Carcinoma
KRT19,neutrophil,0.003390143,Non_Small_Cell_Lung_Carcinoma
KRT20,neutrophil,0.002543708,Non_Small_Cell_Lung_Carcinoma
LGALS1,classical monocyte,0.00423599,Non_Small_Cell_Lung_Carcinoma
LGALS1,dendritic cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
LILRB1,nk cell,7.05E-06,Non_Small_Cell_Lung_Carcinoma
LRP12,macrophage,0.002543708,Non_Small_Cell_Lung_Carcinoma
LSM2,dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
LTA,dendritic cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
MARCO,macrophage,0.001696482,Non_Small_Cell_Lung_Carcinoma
MCAM,adventitial cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
MDFI,type ii pneumocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
MED23,neutrophil,0.001696511,Non_Small_Cell_Lung_Carcinoma
MEF2D,plasmacytoid dendritic cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
MEOX1,capillary endothelial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
MERTK,non-classical monocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
MGA,capillary endothelial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
MGA,capillary aerocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
MMP1,basal cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
MMP10,basal cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
MMP16,bronchial vessel endothelial cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
MMP16,lung microvascular endothelial cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
MMP19,smooth muscle cell,0.007611987,Non_Small_Cell_Lung_Carcinoma
MMP19,bronchial smooth muscle cell,0.007611987,Non_Small_Cell_Lung_Carcinoma
MMP19,vascular associated smooth muscle cell,0.007611987,Non_Small_Cell_Lung_Carcinoma
MMP3,basal cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
MMRN1,vein endothelial cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
MMRN1,endothelial cell of lymphatic vessel,0.000848608,Non_Small_Cell_Lung_Carcinoma
MMRN1,lung microvascular endothelial cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
MOB4,vein endothelial cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
MSLN,club cell,0.003390143,Non_Small_Cell_Lung_Carcinoma
MT1A,capillary endothelial cell,0.005080989,Non_Small_Cell_Lung_Carcinoma
MT1B,capillary endothelial cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
MT1F,capillary endothelial cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
MT1G,capillary endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
MT1H,capillary endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
MT1X,capillary endothelial cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
MTA1,plasma cell,1.48E-05,Non_Small_Cell_Lung_Carcinoma
MUC5AC,respiratory goblet cell,0.006768679,Non_Small_Cell_Lung_Carcinoma
MUC5B,respiratory goblet cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
MYL9,smooth muscle cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
NCKAP1,bronchial smooth muscle cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
NCKAP1,vascular associated smooth muscle cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
NCR3,dendritic cell,0.00423599,Non_Small_Cell_Lung_Carcinoma
NDRG3,smooth muscle cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
NES,plasmacytoid dendritic cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
NEU1,dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
NGF,adventitial cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
NID2,nk cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
NID2,"cd8-positive, alpha-beta t cell",0.000848608,Non_Small_Cell_Lung_Carcinoma
NOTCH4,dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
NRG1,classical monocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
NRG1,intermediate monocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
NRN1,lung microvascular endothelial cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
NTS,club cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
ORM1,type ii pneumocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
PAQR4,neutrophil,0.003390143,Non_Small_Cell_Lung_Carcinoma
PAX5,b cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
PBX2,dendritic cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
PDC,mesothelial cell,0.003390029,Non_Small_Cell_Lung_Carcinoma
PDC,fibroblast,0.003390029,Non_Small_Cell_Lung_Carcinoma
PDE10A,endothelial cell of artery,0.002543708,Non_Small_Cell_Lung_Carcinoma
PDPN,myofibroblast cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
PITX2,alveolar fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
PITX2,fibroblast,0.000848608,Non_Small_Cell_Lung_Carcinoma
PKMYT1,neutrophil,0.003390143,Non_Small_Cell_Lung_Carcinoma
PKP2,intermediate monocyte,0.002543665,Non_Small_Cell_Lung_Carcinoma
PLA2G4A,mesothelial cell,0.004235774,Non_Small_Cell_Lung_Carcinoma
PLA2G4A,fibroblast,0.004235774,Non_Small_Cell_Lung_Carcinoma
PLCB4,plasmacytoid dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
PLEK2,dendritic cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
POSTN,smooth muscle cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
POU2F1,macrophage,0.001696511,Non_Small_Cell_Lung_Carcinoma
PPIB,b cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
PRCC,capillary aerocyte,0.002543665,Non_Small_Cell_Lung_Carcinoma
PRIMA1,respiratory mucous cell,0.003390201,Non_Small_Cell_Lung_Carcinoma
PRKAA1,vein endothelial cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
PRKACG,neutrophil,0.002543708,Non_Small_Cell_Lung_Carcinoma
PRKCB,basal cell,0.002543665,Non_Small_Cell_Lung_Carcinoma
PROM1,nk cell,0.001696511,Non_Small_Cell_Lung_Carcinoma
PROM1,"cd8-positive, alpha-beta t cell",0.001696511,Non_Small_Cell_Lung_Carcinoma
PSCA,respiratory goblet cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
PTGDR,nk cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
PTGDR,"cd8-positive, alpha-beta t cell",0.000848608,Non_Small_Cell_Lung_Carcinoma
PTGER2,nk cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
PTGER2,"cd8-positive, alpha-beta t cell",0.002543708,Non_Small_Cell_Lung_Carcinoma
PTGER4,vein endothelial cell,0.002543708,Non_Small_Cell_Lung_Carcinoma
PTGS1,basophil,0.001696511,Non_Small_Cell_Lung_Carcinoma
PTGS2,mesothelial cell,0.003390029,Non_Small_Cell_Lung_Carcinoma
PTGS2,fibroblast,0.003390029,Non_Small_Cell_Lung_Carcinoma
PTN,capillary aerocyte,0.000848608,Non_Small_Cell_Lung_Carcinoma
PTPRC,cd4-positive alpha-beta t cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
PTPRC,cd8-positive alpha-beta t cell,0.000848608,Non_Small_Cell_Lung_Carcinoma
PTPRH,classical monocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
PTPRH,intermediate monocyte,0.002543708,Non_Small_Cell_Lung_Carcinoma
PTRH2,dendritic cell,0.004235918,Non_Small_Cell_Lung_Carcinoma
PTTG1IP,classical monocyte,0.003390143,Non_Small_Cell_Lung_Carcinoma
PTTG1IP,intermediate monocyte,0.003390143,Non_Small_Cell_Lung_Carcinoma
RASGRF1,type ii pneumocyte,0.001696511,Non_Small_Cell_Lung_Carcinoma
