disease_Gene,Cell type,P-value,Disease
TLR4,M1 macrophage,0.000424665,Emphysema
EHMT1,SLC16A7+ cell,0.012976421,Emphysema
SFTPD,Epithelial cell,0.022322146,Emphysema
SFTPD,Alveolar epithelial cell Type 2,0.001358119,Emphysema
GTF2H1,Ciliated cell,0.036153942,Emphysema
GTF2H1,Lobe cell,0.0002378,Emphysema
SERPING1,Monocyte,0.006943241,Emphysema
SCGB1A1,Ciliated cell,0.031069983,Emphysema
TM7SF2,OxPhos monocyte,0.000577426,Emphysema
EFEMP2,OxPhos monocyte,0.000645369,Emphysema
FOSL1,OxPhos monocyte,0.000679331,Emphysema
MMP7,M2 macrophage,0.001154744,Emphysema
IL18,Immune cell,0.002172565,Emphysema
PTPN6,Ciliated cell,0.036153942,Emphysema
PTPRO,Ionocyte cell,0.005180291,Emphysema
CELA1,SLC16A7+ cell,0.00117082,Emphysema
ACVR1B,Vascular cell,0.000475543,Emphysema
NR4A1,Vascular cell,0.000475543,Emphysema
NOS1,SLC16A7+ cell,0.039396687,Emphysema
GZMB,T cell,0.003003663,Emphysema
GZMB,Naive CD8+ T cell,0.000356682,Emphysema
GZMB,Anti-tumor immune cell,0.000152874,Emphysema
HIF1A,SLC16A7+ cell,0.039396025,Emphysema
LTBP2,Ionocyte cell,0.035703335,Emphysema
PGF,Ciliated cell,0.036152733,Emphysema
TDP1,SLC16A7+ cell,0.039396687,Emphysema
SERPINA1,Basal cell,0.008717826,Emphysema
MOK,Ionocyte cell,0.015460506,Emphysema
SMAD3,Ciliated cell,0.041209936,Emphysema
IL16,Ciliated cell,0.02082139,Emphysema
ABCA3,SLC16A7+ cell,0.022867686,Emphysema
DEXI,T cell,0.005998051,Emphysema
ITGAM,Macrophage,0.019441538,Emphysema
ITGAM,Monocyte,0.010396323,Emphysema
ITGAM,Dendritic cell,0.005844568,Emphysema
ITGAX,Macrophage,0.016871333,Emphysema
ITGAX,Monocyte,0.009016416,Emphysema
ITGAX,Dendritic cell,0.005067271,Emphysema
CX3CL1,Dendritic cell,0.002731775,Emphysema
CX3CL1,M2 macrophage,0.004035945,Emphysema
TERF2,Neuroendocrine cell,0.01261829,Emphysema
TERF2,Brush cell (Tuft cell),0.012315907,Emphysema
MYH10,Ciliated cell,0.020821741,Emphysema
LGALS9,Secretory cell,0.002817761,Emphysema
NOS2,M1 macrophage,0.001273474,Emphysema
NOS2,Neuroendocrine cell,0.004223698,Emphysema
NOS2,Secretory cell,0.004223698,Emphysema
NOS2,Brush cell (Tuft cell),0.004122062,Emphysema
NOS2,Pro-inflammatory M1 macrophage,5.10E-05,Emphysema
CCL5,Ciliated cell,0.020821741,Emphysema
ACE,SLC16A7+ cell,0.022869136,Emphysema
ACE,Mast cell,0.006706497,Emphysema
PSMC5,SLC16A7+ cell,0.022869136,Emphysema
PSMC5,B cell,0.004069412,Emphysema
PRTN3,Inflammatory cancer-associated fibroblast,0.000135893,Emphysema
ELANE,Inflammatory cancer-associated fibroblast,0.000135893,Emphysema
OAZ1,Germinal center B cell,0.001324211,Emphysema
C3,T cell,0.005001092,Emphysema
FBL,Secretory cell,0.0070297,Emphysema
LTBP4,Endothelial cell,0.006504538,Emphysema
LTBP4,Idiopathic pulmonary fibrosis cell,0.002036694,Emphysema
TGFB1,M2 macrophage,0.007482486,Emphysema
FOSB,Basal cell,0.012183845,Emphysema
NUP62,SLC16A7+ cell,0.044144459,Emphysema
NUP62,Ciliated cell,0.00354185,Emphysema
SIGLEC9,Epithelioid macrophage,0.000407629,Emphysema
ZNF816,SLC16A7+ cell,0.01600723,Emphysema
LILRB1,SLC16A7+ cell,0.0019352,Emphysema
LILRB1,Plasmacytoid dendritic cell(pDC),0.002206156,Emphysema
LILRB1,Natural killer cell,0.004407818,Emphysema
PLTP,Myeloid dendritic cell,0.002612958,Emphysema
MMP9,Myeloid dendritic cell,0.002138347,Emphysema
MMP9,Macrophage,0.011710696,Emphysema
MMP9,M2 macrophage,0.00518599,Emphysema
GSTT1,Fibroblast,0.009454475,Emphysema
LAMC1,Epithelial cell,0.000373705,Endometrial_Carcinoma
IL1RN,Epithelial cell,0.000747276,Endometrial_Carcinoma
IL1RN,Secretory cell,6.79E-05,Endometrial_Carcinoma
PAX8,Epithelial cell,0.000747276,Endometrial_Carcinoma
PAX8,Secretory cell,6.79E-05,Endometrial_Carcinoma
MUC20,Fibroblast,0.000764149,Endometrial_Carcinoma
MUC4,Fibroblast,0.000764149,Endometrial_Carcinoma
PCNT,Astrocyte,0.001833149,Frontometaphyseal_Dysplasia
MERTK,M2 macrophage,0.000305758,Glomerulosclerosis
TMEM87B,M2 macrophage,0.000611429,Glomerulosclerosis
GPX1,B cell,0.024507259,Glomerulosclerosis
RHOA,B cell,0.024507259,Glomerulosclerosis
TCTA,B cell,0.024507259,Glomerulosclerosis
AMT,B cell,0.024507259,Glomerulosclerosis
NICN1,B cell,0.024507259,Glomerulosclerosis
NSD1,Monocyte,0.014044801,Glomerulosclerosis
RAB24,Monocyte,0.014044801,Glomerulosclerosis
MXD3,Monocyte,0.014044801,Glomerulosclerosis
PRELID1,Monocyte,0.014044801,Glomerulosclerosis
LMAN2,Monocyte,0.014044801,Glomerulosclerosis
RGS14,Monocyte,0.014044801,Glomerulosclerosis
SLC34A1,Monocyte,0.014044801,Glomerulosclerosis
TNF,B cell,0.048413912,Glomerulosclerosis
LST1,B cell,0.048413912,Glomerulosclerosis
NCR3,B cell,0.048413912,Glomerulosclerosis
PRRC2A,B cell,0.048413912,Glomerulosclerosis
BAG6,B cell,0.048413912,Glomerulosclerosis
TNXB,B cell,0.036535039,Glomerulosclerosis
TNXB,Monocyte,0.041546099,Glomerulosclerosis
ATF6B,B cell,0.036535039,Glomerulosclerosis
ATF6B,Monocyte,0.041546099,Glomerulosclerosis
FKBPL,B cell,0.036535039,Glomerulosclerosis
FKBPL,Monocyte,0.041546099,Glomerulosclerosis
PRRT1,B cell,0.036535039,Glomerulosclerosis
PRRT1,Monocyte,0.041546099,Glomerulosclerosis
PPT2,B cell,0.036535039,Glomerulosclerosis
PPT2,Monocyte,0.041546099,Glomerulosclerosis
PPT2-EGFL8,B cell,0.036535039,Glomerulosclerosis
PPT2-EGFL8,Monocyte,0.041546099,Glomerulosclerosis
EGFL8,B cell,0.036535039,Glomerulosclerosis
EGFL8,Monocyte,0.041546099,Glomerulosclerosis
AGPAT1,B cell,0.036535039,Glomerulosclerosis
AGPAT1,Monocyte,0.041546099,Glomerulosclerosis
RNF5,B cell,0.036535039,Glomerulosclerosis
RNF5,Monocyte,0.041546099,Glomerulosclerosis
AGER,B cell,0.036535039,Glomerulosclerosis
AGER,Monocyte,0.041546099,Glomerulosclerosis
GPSM3,B cell,0.036535039,Glomerulosclerosis
GPSM3,Monocyte,0.041546099,Glomerulosclerosis
NOTCH4,B cell,0.036535039,Glomerulosclerosis
NOTCH4,Monocyte,0.041546099,Glomerulosclerosis
C6orf10,B cell,0.00305974,Glomerulosclerosis
HLA-DRA,B cell,0.00305974,Glomerulosclerosis
HLA-DRB5,B cell,4.54E-06,Glomerulosclerosis
HLA-DRB5,Monocyte,0.008227232,Glomerulosclerosis
HLA-DRB5,Dendritic cell,0.001527858,Glomerulosclerosis
HLA-DRB5,Antigen-presenting cell,0.001018805,Glomerulosclerosis
HLA-DRB1,B cell,7.06E-06,Glomerulosclerosis
HLA-DRB1,Monocyte,0.009962136,Glomerulosclerosis
HLA-DRB1,Dendritic cell,0.001680501,Glomerulosclerosis
HLA-DRB1,Antigen-presenting cell,0.001120619,Glomerulosclerosis
HLA-DQA1,B cell,7.06E-06,Glomerulosclerosis
HLA-DQA1,Monocyte,0.009962136,Glomerulosclerosis
HLA-DQA1,Dendritic cell,0.001680501,Glomerulosclerosis
HLA-DQA1,Antigen-presenting cell,0.001120619,Glomerulosclerosis
HLA-DQB1,B cell,7.06E-06,Glomerulosclerosis
HLA-DQB1,Monocyte,0.009962136,Glomerulosclerosis
HLA-DQB1,Dendritic cell,0.001680501,Glomerulosclerosis
HLA-DQB1,Antigen-presenting cell,0.001120619,Glomerulosclerosis
HLA-DQA2,B cell,7.06E-06,Glomerulosclerosis
HLA-DQB2,B cell,2.75E-06,Glomerulosclerosis
HLA-DOB,B cell,0.003059638,Glomerulosclerosis
TAP2,B cell,0.003059638,Glomerulosclerosis
HLA-DMB,B cell,0.048414719,Glomerulosclerosis
XXbac-BPG181M17.5,B cell,0.048414719,Glomerulosclerosis
HLA-DMA,B cell,0.048414719,Glomerulosclerosis
HLA-DPA1,B cell,0.036535039,Glomerulosclerosis
HLA-DPA1,Monocyte,0.041546099,Glomerulosclerosis
HLA-DPB1,B cell,0.036535039,Glomerulosclerosis
HLA-DPB1,Monocyte,0.041546099,Glomerulosclerosis
C1GALT1,B cell,0.012329535,Glomerulosclerosis
KLRF1,Monocyte,0.014044801,Glomerulosclerosis
SIRPB1,Neutrophil,0.001443835,Glomerulosclerosis
SIRPG,Neutrophil,0.001443835,Glomerulosclerosis
MMP9,B cell,0.012329535,Glomerulosclerosis
SLC12A5,B cell,0.012329535,Glomerulosclerosis
NCOA5,B cell,0.012329535,Glomerulosclerosis
CD40,B cell,0.012329535,Glomerulosclerosis
AKR1A1,Regulatory T (Treg) cell,0.021651854,Glycogen_Storage_Disease
FCGR3A,Sinusoidal endothelial cell,0.001103678,Glycogen_Storage_Disease
FCGR3B,Sinusoidal endothelial cell,0.001103678,Glycogen_Storage_Disease
CFH,Liver bud hepatic cell,0.013990525,Glycogen_Storage_Disease
CFHR2,Liver bud hepatic cell,0.013990525,Glycogen_Storage_Disease
CFHR4,Liver bud hepatic cell,0.010511263,Glycogen_Storage_Disease
ASPM,Liver bud hepatic cell,0.010511263,Glycogen_Storage_Disease
ALB,Hepatocyte,0.001290553,Glycogen_Storage_Disease
ALB,Stem cell,0.001018926,Glycogen_Storage_Disease
ALB,Progenitor cell,0.000543483,Glycogen_Storage_Disease
ALB,Cancer stem cell,0.000815183,Glycogen_Storage_Disease
ALB,Hepatoblast,0.000271765,Glycogen_Storage_Disease
ALB,Fetal hepatocyte,3.40E-05,Glycogen_Storage_Disease
ALB,Oval cell,3.40E-05,Glycogen_Storage_Disease
TNF,Stem cell,0.012161087,Glycogen_Storage_Disease
TNF,Cancer stem cell,0.009740265,Glycogen_Storage_Disease
APOM,Stem cell,0.011153149,Glycogen_Storage_Disease
APOM,Cancer stem cell,0.008932062,Glycogen_Storage_Disease
CFB,Exhausted CD8+ T cell,0.005449812,Glycogen_Storage_Disease
CFB,Conventional dendritic cell 2(cDC2),0.002443638,Glycogen_Storage_Disease
NELFE,Exhausted CD8+ T cell,0.00458911,Glycogen_Storage_Disease
NELFE,Conventional dendritic cell 2(cDC2),0.00224023,Glycogen_Storage_Disease
SKIV2L,Exhausted CD8+ T cell,0.00458911,Glycogen_Storage_Disease
SKIV2L,Conventional dendritic cell 2(cDC2),0.00224023,Glycogen_Storage_Disease
TNXB,Regulatory T (Treg) cell,0.016414498,Glycogen_Storage_Disease
TNXB,Conventional dendritic cell 2(cDC2),3.03E-06,Glycogen_Storage_Disease
FKBPL,Regulatory T (Treg) cell,0.014163894,Glycogen_Storage_Disease
FKBPL,Conventional dendritic cell 2(cDC2),2.59E-06,Glycogen_Storage_Disease
SLC17A5,Hepatocyte,0.00193522,Glycogen_Storage_Disease
PON1,Liver bud hepatic cell,0.017457612,Glycogen_Storage_Disease
PON1,Exhausted CD8+ T cell,0.02280588,Glycogen_Storage_Disease
C1QTNF5,Stem cell,0.000509597,Glycogen_Storage_Disease
C1QTNF5,Mesenchymal stem cell,0.000135893,Glycogen_Storage_Disease
C1QTNF5,Hematopoietic precursor cell,0.000101919,Glycogen_Storage_Disease
C1QTNF5,Hematopoietic cell,0.000152879,Glycogen_Storage_Disease
C1QTNF5,Liver stem cell,0.000135893,Glycogen_Storage_Disease
C1QTNF5,Cancer stem cell,0.000407678,Glycogen_Storage_Disease
VWF,Scar‐associated macrophage (SAM),6.79E-05,Glycogen_Storage_Disease
VWF,Lipid-associated macrophage(LAM),1.70E-05,Glycogen_Storage_Disease
VWF,Delta cell,0.000101919,Glycogen_Storage_Disease
GALC,Mucosal-associated invariant T cell,0.002342754,Glycogen_Storage_Disease
SERPINA1,Exhausted CD8+ T cell,0.013746382,Glycogen_Storage_Disease
SERPINA1,Exhausted CD4+ T cell,0.006102609,Glycogen_Storage_Disease
MFAP1,Cytotoxic CD4+ T cell,0.010770767,Glycogen_Storage_Disease
MAPK3,Exhausted CD8+ T cell,0.045092778,Glycogen_Storage_Disease
SERPINF1,Liver bud hepatic cell,0.010511263,Glycogen_Storage_Disease
MMP9,Regulatory T (Treg) cell,0.021651854,Glycogen_Storage_Disease
MMP9,Mesenchymal cell,0.003308783,Glycogen_Storage_Disease
PPARA,Cytotoxic CD4+ T cell,0.004630172,Glycogen_Storage_Disease
MTHFR,Cardiomyocyte,0.003731529,Heart_Failure
MTHFR,Cardiac cell,0.000254777,Heart_Failure
NPPA,Cardiomyocyte,0.002986313,Heart_Failure
NPPA,Cardiac cell,0.000203825,Heart_Failure
NPPB,Cardiomyocyte,0.002986313,Heart_Failure
NPPB,Cardiac cell,0.000203825,Heart_Failure
PLOD1,Cardiomyocyte,0.003731529,Heart_Failure
PLOD1,Cardiac cell,0.000254777,Heart_Failure
MFN2,Cardiomyocyte,0.002986313,Heart_Failure
MFN2,Cardiac cell,0.000203825,Heart_Failure
TNFRSF8,Cardiomyocyte,0.002240591,Heart_Failure
TNFRSF8,Cardiac cell,0.000152874,Heart_Failure
RGS4,Smooth muscle cell,0.000169866,Heart_Failure
RGS4,Progenitor cell,8.49E-05,Heart_Failure
CXCR6,Stem cell,0.000815134,Heart_Failure
CCR2,Stem cell,0.000543492,Heart_Failure
CCR5,Stem cell,0.00081512,Heart_Failure
MYL3,Stem cell,0.002985731,Heart_Failure
SETD2,Stem cell,0.002443493,Heart_Failure
COX17,Cardiomyocyte,0.005220327,Heart_Failure
NR1I2,Cardiomyocyte,0.0044762,Heart_Failure
CXCL1,Cardiosphere-derived cell,0.000118906,Heart_Failure
PF4,Cardiosphere-derived cell,0.000118906,Heart_Failure
PPBP,Cardiosphere-derived cell,0.000118906,Heart_Failure
SPP1,Osteocyte,1.70E-05,Heart_Failure
PKD2,Osteocyte,5.10E-05,Heart_Failure
CASP3,Cardiac progenitor cell,0.000815114,Heart_Failure
PPP1R18,Stem cell,0.011891852,Heart_Failure
TUBB,Stem cell,0.012160574,Heart_Failure
DDR1,Stem cell,0.01216078,Heart_Failure
CCHCR1,Endothelial cell,0.009235388,Heart_Failure
CCHCR1,Endocardial cell,0.005946615,Heart_Failure
CCHCR1,Stem cell,0.010547748,Heart_Failure
HLA-C,Endothelial cell,0.008763711,Heart_Failure
HLA-C,Endocardial cell,0.005642427,Heart_Failure
HLA-C,Stem cell,0.010009385,Heart_Failure
LTA,Endothelial cell,0.010884798,Heart_Failure
LTA,Endocardial cell,0.007010742,Heart_Failure
LTA,Stem cell,0.012430067,Heart_Failure
TNF,Endothelial cell,0.011120198,Heart_Failure
TNF,Endocardial cell,0.007162663,Heart_Failure
TNF,Stem cell,0.012698671,Heart_Failure
LY6G6C,Endothelial cell,0.010178459,Heart_Failure
LY6G6C,Endocardial cell,0.006554966,Heart_Failure
LY6G6C,Stem cell,0.011624043,Heart_Failure
DDAH2,Endothelial cell,0.010178459,Heart_Failure
DDAH2,Endocardial cell,0.006554966,Heart_Failure
DDAH2,Stem cell,0.011624043,Heart_Failure
HSPA1A,Endothelial cell,0.010413843,Heart_Failure
HSPA1A,Endocardial cell,0.006706838,Heart_Failure
HSPA1B,Endothelial cell,0.010413843,Heart_Failure
HSPA1B,Endocardial cell,0.006706838,Heart_Failure
AGER,Endothelial cell,0.010178115,Heart_Failure
AGER,Endocardial cell,0.006554744,Heart_Failure
AGER,Stem cell,0.01162365,Heart_Failure
HLA-DRB1,Endothelial cell,0.006638811,Heart_Failure
HLA-DRB1,Endocardial cell,0.004272701,Heart_Failure
HLA-DQA1,Endothelial cell,0.007111442,Heart_Failure
HLA-DQA1,Endocardial cell,0.004577272,Heart_Failure
PSMB8,Endothelial cell,0.005929473,Heart_Failure
PSMB8,Endocardial cell,0.003815689,Heart_Failure
NT5E,Mesenchymal stem cell,6.79E-05,Heart_Failure
TBPL1,Fibroblast,0.001443075,Heart_Failure
TBPL1,Epicardial cell,0.000679302,Heart_Failure
TBX20,Endocardial cell,0.000458568,Heart_Failure
CD44,Myofibroblast,0.000101918,Heart_Failure
CD44,Mesenchymal stem cell,0.000101918,Heart_Failure
GNB3,Leukocyte,0.00183318,Heart_Failure
TPI1,Leukocyte,0.001629646,Heart_Failure
PPP1CC,Cardiomyocyte,0.005964012,Heart_Failure
PPP1CC,Ventricular cell,0.000271769,Heart_Failure
ACTC1,Cardiomyocyte,0.001494273,Heart_Failure
ANPEP,Cardiovascular progenitor cell,0.000475552,Heart_Failure
MYL4,Cardiomyocyte,0.009673689,Heart_Failure
ITGB3,Cardiomyocyte,0.009673689,Heart_Failure
CDK5RAP3,Cardiomyocyte,0.008932515,Heart_Failure
DNMT1,Endothelial cell,0.001663554,Heart_Failure
DNMT1,T cell,0.001426049,Heart_Failure
ICAM1,Endothelial cell,0.001663554,Heart_Failure
ICAM1,T cell,0.001426049,Heart_Failure
ZGLP1,Endothelial cell,0.001663554,Heart_Failure
ZGLP1,T cell,0.001426049,Heart_Failure
PKN1,T cell,0.00040764,Heart_Failure
USE1,Endothelial cell,0.002613047,Heart_Failure
GTPBP3,Endothelial cell,0.003087412,Heart_Failure
CD40,Hematopoietic cell,0.000339697,Heart_Failure
CD40,Leukocyte,0.000815127,Heart_Failure
MMP9,Hematopoietic cell,0.000424607,Heart_Failure
MMP9,Leukocyte,0.001018814,Heart_Failure
S100B,Astrocyte,0.001527858,Heart_Failure
MB,Cardiomyocyte,0.002986364,Heart_Failure
SCN9A,Schwann cell,0.000611392,Hereditary_Sensory
TNF,Embryonic stem cell,0.002410497,Hyalinosis
TNF,Stem cell,0.028550793,Hyalinosis
TNF,Natural killer cell,0.045983805,Hyalinosis
TNF,Monocyte,0.000241961,Hyalinosis
TNF,Macrophage,0.025026377,Hyalinosis
TNF,Dendritic cell,0.030893423,Hyalinosis
TNF,Myeloid cell,0.000149037,Hyalinosis
TNF,Antigen-presenting cell,4.30E-06,Hyalinosis
TSPAN33,Normal cell,7.87E-07,Hyalinosis
VWF,Endothelial cell,0.001782258,Hyalinosis
CES1,Fibroblast,0.006942888,Hyalinosis
CES1,Smooth muscle cell,0.001188455,Hyalinosis
TYMS,Proliferating cell,0.00020382,Hyalinosis
ENOSF1,Proliferating cell,0.000237784,Hyalinosis
CCNL2,T cell,0.021722918,Hypertensive
CCNL2,Monocyte,0.030173346,Hypertensive
CCNL2,Dendritic cell,0.010917586,Hypertensive
CCNL2,Regulatory T (Treg) cell,0.015765362,Hypertensive
CCNL2,Effector memory T cell,0.00461063,Hypertensive
CCNL2,Classical monocyte,0.012631126,Hypertensive
CCNL2,Regulatory T(Treg) cell,5.48E-05,Hypertensive
CCNL2,Activated effector cell,0.001442977,Hypertensive
NPHP4,Effector CD8+ memory T (Tem) cell,0.002851685,Hypertensive
UTS2,T cell,0.006438474,Hypertensive
UTS2,CD4+ T cell,0.005677663,Hypertensive
UTS2,Plasmacytoid dendritic cell,0.029539013,Hypertensive
UTS2,Natural killer cell,0.006945359,Hypertensive
UTS2,Ovalbumin-specific regulatory T cell,0.000339697,Hypertensive
ENO1,T cell,0.00772099,Hypertensive
ENO1,CD4+ T cell,0.006809148,Hypertensive
ENO1,Natural killer cell,0.00832842,Hypertensive
ENO1,Naive CD8+ T cell,0.01146168,Hypertensive
ENO1,Ovalbumin-specific regulatory T cell,0.000407612,Hypertensive
SLC2A5,Naive CD8+ T cell,0.007655921,Hypertensive
TNFRSF1B,Multilymphoid progenitor cell,0.03987417,Hypertensive
CELA2A,Effector CD8+ memory T (Tem) cell,0.011358425,Hypertensive
CASP9,Effector CD8+ memory T (Tem) cell,0.009945624,Hypertensive
CLCNKB,Multilymphoid progenitor cell,0.006309723,Hypertensive
SDHB,Multilymphoid progenitor cell,0.007407707,Hypertensive
PADI1,Classical monocyte,0.004476276,Hypertensive
PADI1,Lymphoid-primed multipotent progenitor cell(LMPP),0.008733053,Hypertensive
PADI4,Classical monocyte,0.003731592,Hypertensive
PADI4,Lymphoid-primed multipotent progenitor cell(LMPP),0.007282797,Hypertensive
HSPG2,Beta cell(β cell),0.001120619,Hypertensive
EPHB2,Beta cell(β cell),0.000933945,Hypertensive
LDLRAP1,Naive CD4+ T cell,0.005693308,Hypertensive
LDLRAP1,Naive CD8+ T cell,0.015253229,Hypertensive
SLC9A1,Myeloid cell,0.009892036,Hypertensive
SLC9A1,CD1C-CD141- dendritic cell,0.00307861,Hypertensive
SLC9A1,Effector CD8+ memory T (Tem) cell,0.021192057,Hypertensive
EYA3,CD1C+_A dendritic cell,0.007111081,Hypertensive
EYA3,CD1C+_B dendritic cell,0.013236007,Hypertensive
OPRD1,AXL+SIGLEC6+ dendritic cell,0.013841895,Hypertensive
OPRD1,CD1C+_A dendritic cell,0.005084519,Hypertensive
OPRD1,CD1C+_B dendritic cell,0.009472269,Hypertensive
PTPRU,AXL+SIGLEC6+ dendritic cell,0.006944888,Hypertensive
FNDC5,Plasmacytoid dendritic cell,0.017828981,Hypertensive
TMEM54,Plasmacytoid dendritic cell,0.046840759,Hypertensive
EDN2,Multilymphoid progenitor cell,0.020139552,Hypertensive
GUCA2B,Multilymphoid progenitor cell,0.030056966,Hypertensive
LPAR3,Plasmacytoid dendritic cell,0.011921691,Hypertensive
TGFBR3,Hematopoietic stem cell,0.002240591,Hypertensive
BTBD8,Hematopoietic stem cell,0.004476124,Hypertensive
VAV3,CD141+CLEC9A+ dendritic cell,0.007182577,Hypertensive
GSTM2,CD141+CLEC9A+ dendritic cell,0.016089243,Hypertensive
GSTM1,CD141+CLEC9A+ dendritic cell,0.016089243,Hypertensive
GSTM5,CD141+CLEC9A+ dendritic cell,0.016089243,Hypertensive
GSTM3,CD141+CLEC9A+ dendritic cell,0.016089243,Hypertensive
GNAI3,CD141+CLEC9A+ dendritic cell,0.016089243,Hypertensive
SORT1,CD141+CLEC9A+ dendritic cell,0.017861032,Hypertensive
WNT2B,CD1C-CD141- dendritic cell,0.011078089,Hypertensive
CAPZA1,CD1C-CD141- dendritic cell,0.011078089,Hypertensive
MOV10,CD1C-CD141- dendritic cell,0.011078089,Hypertensive
ATP1A1,Neutrophil,0.002410619,Hypertensive
ATP1A1,Regulatory T (Treg) cell,0.001867635,Hypertensive
ATP1A1,Responder T cell,0.000135887,Hypertensive
ATP1A1,Tissue resident memory T(TRM) cell,0.000441599,Hypertensive
ATP1A1,Mature neutrophil,0.0003397,Hypertensive
ATP1A1,Immature neutrophil,0.000169857,Hypertensive
CA14,Hematopoietic stem cell,0.011153808,Hypertensive
CA14,Cancer cell,0.012413494,Hypertensive
ADAMTSL4,Hematopoietic stem cell,0.012631766,Hypertensive
ADAMTSL4,Cancer cell,0.014057179,Hypertensive
CTSK,Hematopoietic stem cell,0.010414019,Hypertensive
CTSK,Cancer cell,0.011590645,Hypertensive
SELENBP1,Hematopoietic stem cell,0.010414019,Hypertensive
SELENBP1,Cancer cell,0.011590645,Hypertensive
SELENBP1,Naive CD8+ T cell,0.026542053,Hypertensive
SELENBP1,T helper 17(Th17) cell,0.002138383,Hypertensive
SELENBP1,Effector T(Teff) cell,0.002613002,Hypertensive
SELENBP1,T helper(Th) cell,0.002850233,Hypertensive
SELENBP1,Mucosa-associated invariant T (MAIT) cell,0.002613002,Hypertensive
SELENBP1,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),0.002375719,Hypertensive
S100A12,Monocyte,2.27E-08,Hypertensive
S100A12,Neutrophil,8.59E-06,Hypertensive
S100A12,Macrophage,0.002782961,Hypertensive
S100A12,CD14+CD16+ monocyte,0.000271765,Hypertensive
S100A12,Classical monocyte,1.56E-09,Hypertensive
S100A12,Myeloid cell,0.002647342,Hypertensive
S100A12,CD1C+_B dendritic cell,3.26E-09,Hypertensive
S100A12,Lymphoid-primed multipotent progenitor cell(LMPP),0.005830444,Hypertensive
S100A12,CD14+ monocyte,0.000679307,Hypertensive
S100A12,CD14 monocyte,0.000203829,Hypertensive
S100A12,Myeloid derived suppressor cell (MDSC),0.000339697,Hypertensive
S100A12,Monocyte precursor,0.000339697,Hypertensive
S100A12,Polymorphonuclear myeloid-derived suppressor(PMN-MDSC) cell,9.69E-08,Hypertensive
S100A6,Monocyte,0.000143145,Hypertensive
S100A6,Macrophage,0.006943123,Hypertensive
S100A6,CD14+CD16+ monocyte,0.000679296,Hypertensive
S100A6,Classical monocyte,0.007449449,Hypertensive
S100A6,CD1C+_B dendritic cell,0.009472269,Hypertensive
S100A6,Memory T cell,0.003222958,Hypertensive
S100A4,Monocyte,0.000143145,Hypertensive
S100A4,Macrophage,0.006943123,Hypertensive
S100A4,CD14+CD16+ monocyte,0.000679296,Hypertensive
S100A4,Classical monocyte,0.007449449,Hypertensive
S100A4,CD1C+_B dendritic cell,0.009472269,Hypertensive
S100A4,Memory T cell,0.003222958,Hypertensive
S100A1,Monocyte,0.017860731,Hypertensive
S100A1,Memory T cell,0.003222958,Hypertensive
SHC1,Cancer cell,0.011590449,Hypertensive
SHC1,CD1C+_B dendritic cell,0.01323623,Hypertensive
SHC1,Multilymphoid progenitor cell,0.008584745,Hypertensive
SHC1,Granulocyte-monocyte progenitor,0.027700298,Hypertensive
KCNN3,Monocyte,0.023157455,Hypertensive
KCNN3,Eosinophil,0.005726857,Hypertensive
